変数情報
変数	位置	ラベル
	9	無回答
JQ08G	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
JQ08H	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
JQ08I	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
JQ08J	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
JQ08K	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
JQ08L	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
JQ08M	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
JQ08N	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	7	子はいない
	9	無回答
JQ08O	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
JQ09A_A	1	選択
	2	非選択
	9	無回答
JQ09A_B	1	選択
	2	非選択
	9	無回答
JQ09A_C	1	選択
	2	非選択
	9	無回答
JQ09A_D	1	選択
	2	非選択
	9	無回答
JQ09A_E	1	選択
	2	非選択
	9	無回答
JQ09A_F	1	選択
	2	非選択
	9	無回答
JQ09A_G	1	選択
	2	非選択
	9	無回答
JQ09A_H	1	選択
	2	非選択
	9	無回答
JQ09A_I	1	選択
	2	非選択
	9	無回答
JQ09B_A	1	選択
	2	非選択
	9	無回答
JQ09B_B	1	選択
	2	非選択
	9	無回答
JQ09B_C	1	選択
	2	非選択
	9	無回答
JQ09B_D	1	選択
	2	非選択
	9	無回答
JQ09B_E	1	選択
	2	非選択
	9	無回答
JQ09B_F	1	選択
	2	非選択
	9	無回答
JQ09B_G	1	選択
	2	非選択
	9	無回答
JQ09B_H	1	選択
	2	非選択
	9	無回答
JQ09B_I	1	選択
	2	非選択
	9	無回答
JQ09C_A	1	選択
	2	非選択
	9	無回答
JQ09C_B	1	選択
	2	非選択
	9	無回答
JQ09C_C	1	選択
	2	非選択
	9	無回答
JQ09C_D	1	選択
	2	非選択
	9	無回答
JQ09C_E	1	選択
	2	非選択
	9	無回答
JQ09C_F	1	選択
	2	非選択
	9	無回答
JQ09C_G	1	選択
	2	非選択
	9	無回答
JQ09C_H	1	選択
	2	非選択
	9	無回答
JQ09C_I	1	選択
	2	非選択
	9	無回答
JQ09D_A	1	選択
	2	非選択
	9	無回答
JQ09D_B	1	選択
	2	非選択
	9	無回答
JQ09D_C	1	選択
	2	非選択
	9	無回答
JQ09D_D	1	選択
	2	非選択
	9	無回答
JQ09D_E	1	選択
	2	非選択
	9	無回答
JQ09D_F	1	選択
	2	非選択
	9	無回答
JQ09D_G	1	選択
	2	非選択
	9	無回答
JQ09D_H	1	選択
	2	非選択
	9	無回答
JQ09D_I	1	選択
	2	非選択
	9	無回答
JQ10_1	1	選択
	2	非選択
	9	無回答
JQ10_2	1	選択
	2	非選択
	9	無回答
JQ10_3	1	選択
	2	非選択
	9	無回答
JQ10_4	1	選択
	2	非選択
	9	無回答
JQ10_5	1	選択
	2	非選択
	9	無回答
JQ10_6	1	選択
	2	非選択
	9	無回答
JQ10_7	1	選択
	2	非選択
	9	無回答
JQ10_8	1	選択
	2	非選択
	9	無回答
JQ11	1	いる
	2	いない
	9	無回答
JQ11S	1	1人
	2	2人
	3	3人
	4	4人
	5	5人
	6	6人
	7	7人
	8	8人
	9	9人
	10	10人
	88	非該当
	99	無回答
JQ11_1A	0	月のみ無回答
	1	西暦
	2	昭和
	3	平成
	8	非該当
	9	無回答
JQ11_1BY	0	月のみ無回答
	8888	非該当
	9999	無回答
JQ11_1BM	0	月のみ無回答
	88	非該当
	99	無回答
JQ11_1C	1	男性
	2	女性
	8	非該当
	9	無回答
JQ11_1D	1	同居
	2	別居
	8	非該当
	9	無回答
JQ11_1E	0	現在未就学
	1	小学校
	2	中学校
	3	高校
	4	専門学校
	5	短大・高専
	6	大学
	7	大学院
	8	非該当
	9	無回答
JQ11_1F	1	在学中
	2	卒業した
	3	中退した
	8	非該当
	9	無回答
JQ11_1G	1	あり
	2	なし
	8	非該当
	9	無回答
JQ11_2A	0	月のみ無回答
	1	西暦
	2	昭和
	3	平成
	8	非該当
	9	無回答
JQ11_2BY	0	月のみ無回答
	8888	非該当
	9999	無回答
JQ11_2BM	0	月のみ無回答
	88	非該当
	99	無回答
JQ11_2C	1	男性
	2	女性
	8	非該当
	9	無回答
JQ11_2D	1	同居
	2	別居
	8	非該当
	9	無回答
JQ11_2E	0	現在未就学
	1	小学校
	2	中学校
	3	高校
	4	専門学校
	5	短大・高専
	6	大学
	7	大学院
	8	非該当
	9	無回答
JQ11_2F	1	在学中
	2	卒業した
	3	中退した
	8	非該当
	9	無回答
JQ11_2G	1	あり
	2	なし
	8	非該当
	9	無回答
JQ11_3A	0	月のみ無回答
	1	西暦
	2	昭和
	3	平成
	8	非該当
	9	無回答
JQ11_3BY	0	月のみ無回答
	8888	非該当
	9999	無回答
JQ11_3BM	0	月のみ無回答
	88	非該当
	99	無回答
JQ11_3C	1	男性
	2	女性
	8	非該当
	9	無回答
JQ11_3D	1	同居
	2	別居
	8	非該当
	9	無回答
JQ11_3E	0	現在未就学
	1	小学校
	2	中学校
	3	高校
	4	専門学校
	5	短大・高専
	6	大学
	7	大学院
	8	非該当
	9	無回答
JQ11_3F	1	在学中
	2	卒業した
	3	中退した
	8	非該当
	9	無回答
JQ11_3G	1	あり
	2	なし
	8	非該当
	9	無回答
JQ11_4A	0	月のみ無回答
	1	西暦
	2	昭和
	3	平成
	8	非該当
	9	無回答
JQ11_4BY	0	月のみ無回答
	8888	非該当
	9999	無回答
JQ11_4BM	0	月のみ無回答
	88	非該当
	99	無回答
JQ11_4C	1	男性
	2	女性
	8	非該当
	9	無回答
JQ11_4D	1	同居
	2	別居
	8	非該当
	9	無回答
JQ11_4E	0	現在未就学
	1	小学校
	2	中学校
	3	高校
	4	専門学校
	5	短大・高専
	6	大学
	7	大学院
	8	非該当
	9	無回答
JQ11_4F	1	在学中
	2	卒業した
	3	中退した
	8	非該当
	9	無回答
JQ11_4G	1	あり
	2	なし
	8	非該当
	9	無回答
JQ11_5A	0	月のみ無回答
	1	西暦
	2	昭和
	3	平成
	8	非該当
	9	無回答
JQ11_5BY	0	月のみ無回答
	8888	非該当
	9999	無回答
JQ11_5BM	0	月のみ無回答
	88	非該当
	99	無回答
JQ11_5C	1	男性
	2	女性
	8	非該当
	9	無回答
JQ11_5D	1	同居
	2	別居
	8	非該当
	9	無回答
JQ11_5E	0	現在未就学
	1	小学校
	2	中学校
	3	高校
	4	専門学校
	5	短大・高専
	6	大学
	7	大学院
	8	非該当
	9	無回答
JQ11_5F	1	在学中
	2	卒業した
	3	中退した
	8	非該当
	9	無回答
JQ11_5G	1	あり
	2	なし
	8	非該当
	9	無回答
JQ11_6A	0	月のみ無回答
	1	西暦
	2	昭和
	3	平成
	8	非該当
	9	無回答
JQ11_6BY	0	月のみ無回答
	8888	非該当
	9999	無回答
JQ11_6BM	0	月のみ無回答
	88	非該当
	99	無回答
JQ11_6C	1	男性
	2	女性
	8	非該当
	9	無回答
JQ11_6D	1	同居
	2	別居
	8	非該当
	9	無回答
JQ11_6E	0	現在未就学
	1	小学校
	2	中学校
	3	高校
	4	専門学校
	5	短大・高専
	6	大学
	7	大学院
	8	非該当
	9	無回答
JQ11_6F	1	在学中
	2	卒業した
	3	中退した
	8	非該当
	9	無回答
JQ11_6G	1	あり
	2	なし
	8	非該当
	9	無回答
JQ11_7A	0	月のみ無回答
	1	西暦
	2	昭和
	3	平成
	8	非該当
	9	無回答
JQ11_7BY	0	月のみ無回答
	8888	非該当
	9999	無回答
JQ11_7BM	0	月のみ無回答
	88	非該当
	99	無回答
JQ11_7C	1	男性
	2	女性
	8	非該当
	9	無回答
JQ11_7D	1	同居
	2	別居
	8	非該当
	9	無回答
JQ11_7E	0	現在未就学
	1	小学校
	2	中学校
	3	高校
	4	専門学校
	5	短大・高専
	6	大学
	7	大学院
	8	非該当
	9	無回答
JQ11_7F	1	在学中
	2	卒業した
	3	中退した
	8	非該当
	9	無回答
JQ11_7G	1	あり
	2	なし
	8	非該当
	9	無回答
JQ11_8A	0	月のみ無回答
	1	西暦
	2	昭和
	3	平成
	8	非該当
	9	無回答
JQ11_8BY	0	月のみ無回答
	8888	非該当
	9999	無回答
JQ11_8BM	0	月のみ無回答
	88	非該当
	99	無回答
JQ11_8C	1	男性
	2	女性
	8	非該当
	9	無回答
JQ11_8D	1	同居
	2	別居
	8	非該当
	9	無回答
JQ11_8E	0	現在未就学
	1	小学校
	2	中学校
	3	高校
	4	専門学校
	5	短大・高専
	6	大学
	7	大学院
	8	非該当
	9	無回答
JQ11_8F	1	在学中
	2	卒業した
	3	中退した
	8	非該当
	9	無回答
JQ11_8G	1	あり
	2	なし
	8	非該当
	9	無回答
JQ11_9A	0	月のみ無回答
	1	西暦
	2	昭和
	3	平成
	8	非該当
	9	無回答
JQ11_9BY	0	月のみ無回答
	8888	非該当
	9999	無回答
JQ11_9BM	0	月のみ無回答
	88	非該当
	99	無回答
JQ11_9C	1	男性
	2	女性
	8	非該当
	9	無回答
JQ11_9D	1	同居
	2	別居
	8	非該当
	9	無回答
JQ11_9E	0	現在未就学
	1	小学校
	2	中学校
	3	高校
	4	専門学校
	5	短大・高専
	6	大学
	7	大学院
	8	非該当
	9	無回答
JQ11_9F	1	在学中
	2	卒業した
	3	中退した
	8	非該当
	9	無回答
JQ11_9G	1	あり
	2	なし
	8	非該当
	9	無回答
JQ12_1	99	無回答
JQ12_2A	1	選択
	2	非選択
	9	無回答
JQ12_2B	1	選択
	2	非選択
	9	無回答
JQ12_2C	1	選択
	2	非選択
	9	無回答
JQ12_2D	1	選択
	2	非選択
	9	無回答
JQ12_2E	1	選択
	2	非選択
	9	無回答
JQ12_2F	1	選択
	2	非選択
	9	無回答
JQ12_2G	1	選択
	2	非選択
	9	無回答
JQ12_2H	1	選択
	2	非選択
	9	無回答
JQ12_2I	1	選択
	2	非選択
	9	無回答
JQ12_2J	1	選択
	2	非選択
	9	無回答
JQ12_2K	1	選択
	2	非選択
	9	無回答
JQ12_2L	1	選択
	2	非選択
	9	無回答
JQ12_2M	1	選択
	2	非選択
	9	無回答
JQ12_2N	1	選択
	2	非選択
	9	無回答
JQ12_2O	1	選択
	2	非選択
	9	無回答
JQ12_2P	1	選択
	2	非選択
	9	無回答
JQ12_2Q	1	選択
	2	非選択
	9	無回答
jq12_2s	1	選択
	2	非選択
	9	無回答
jq12_2t	1	選択
	2	非選択
	9	無回答
JQ12_3	1	欲しくない
	2	男の子が欲しい
	3	女の子が欲しい
	4	男女問わず欲しい
	5	わからない
	9	無回答
JQ13	1	とても良い
	2	まあ良い
	3	普通
	4	あまり良くない
	5	悪い
	9	無回答
JQ14	1	（　　）日くらいあった
	2	できなかった日はなかった
	9	無回答
JQ14S	888	非該当
	999	無回答
JQ15A	999	無回答
JQ15B	999	無回答
JQ15C	999	無回答
JQ16A	1	いつもあった
	2	ほとんどいつもあった
	3	ときどきあった
	4	まれにあった
	5	まったくなかった
	9	無回答
JQ16B	1	いつもあった
	2	ほとんどいつもあった
	3	ときどきあった
	4	まれにあった
	5	まったくなかった
	9	無回答
JQ16C	1	いつもあった
	2	ほとんどいつもあった
	3	ときどきあった
	4	まれにあった
	5	まったくなかった
	9	無回答
JQ16D	1	いつもあった
	2	ほとんどいつもあった
	3	ときどきあった
	4	まれにあった
	5	まったくなかった
	9	無回答
JQ16E	1	いつもあった
	2	ほとんどいつもあった
	3	ときどきあった
	4	まれにあった
	5	まったくなかった
	9	無回答
JQ16F	1	いつもあった
	2	ほとんどいつもあった
	3	ときどきあった
	4	まれにあった
	5	まったくなかった
	9	無回答
JQ17	1	喫煙したことがない
	2	禁煙した
	3	1～10本
	4	11～20本
	5	21本以上
	9	無回答
JQ18	1	まったくお酒は飲めない
	2	禁酒した
	3	特別な機会があるときのみ
	4	月に2～3回
	5	週に1～2回
	6	週に3～4回
	7	週に5～6回
	8	毎日
	9	無回答
JQ19_A	1	選択
	2	非選択
	9	無回答
JQ19_B	1	選択
	2	非選択
	9	無回答
JQ19_C	1	選択
	2	非選択
	9	無回答
JQ19_D	1	選択
	2	非選択
	9	無回答
JQ19_E	1	選択
	2	非選択
	9	無回答
JQ19_F	1	選択
	2	非選択
	9	無回答
JQ19_G	1	選択
	2	非選択
	9	無回答
JQ19_H	1	選択
	2	非選択
	9	無回答
JQ19_I	1	選択
	2	非選択
	9	無回答
jq19_j	1	選択
	2	非選択
	9	無回答
JQ20_A	1	選択
	2	非選択
	9	無回答
JQ20_B	1	選択
	2	非選択
	9	無回答
JQ20_C	1	選択
	2	非選択
	9	無回答
JQ20_D	1	選択
	2	非選択
	9	無回答
JQ20_E	1	選択
	2	非選択
	9	無回答
JQ20_F	1	選択
	2	非選択
	9	無回答
JQ20_G	1	選択
	2	非選択
	9	無回答
JQ20_H	1	選択
	2	非選択
	9	無回答
JQ20_I	1	選択
	2	非選択
	9	無回答
JQ20_J	1	選択
	2	非選択
	9	無回答
jq20_k	1	選択
	2	非選択
	9	無回答
JQ21A	1	満足している
	2	どちらかといえば満足している
	3	どちらともいえない
	4	どちらかといえば不満である
	5	不満である
	6	仕事をしていない
	9	無回答
JQ21B	1	満足している
	2	どちらかといえば満足している
	3	どちらともいえない
	4	どちらかといえば不満である
	5	不満である
	6	結婚をしていない
	9	無回答
JQ21C	1	満足している
	2	どちらかといえば満足している
	3	どちらともいえない
	4	どちらかといえば不満である
	5	不満である
	6	友人はいない
	9	無回答
JQ21D	1	満足している
	2	どちらかといえば満足している
	3	どちらともいえない
	4	どちらかといえば不満である
	5	不満である
	6	親はいない
	9	無回答
JQ21E	1	満足している
	2	どちらかといえば満足している
	3	どちらともいえない
	4	どちらかといえば不満である
	5	不満である
	6	子はいない
	9	無回答
JQ21F	1	満足している
	2	どちらかといえば満足している
	3	どちらともいえない
	4	どちらかといえば不満である
	5	不満である
	9	無回答
JQ22A	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
JQ22B	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
JQ22C	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
JQ22D	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
JQ22E	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
JQ22F	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
JQ23	1	豊か
	2	やや豊か
	3	ふつう
	4	やや貧しい
	5	貧しい
	9	無回答
JQ24	1	大いに希望がある
	2	希望がある
	3	どちらともいえない
	4	あまり希望がない
	5	まったく希望がない
	9	無回答
JQ25A	1	できる
	2	ある程度できる
	3	あまりできない
	4	できない
	9	無回答
JQ25B	1	できる
	2	ある程度できる
	3	あまりできない
	4	できない
	9	無回答
JQ25C	1	できる
	2	ある程度できる
	3	あまりできない
	4	できない
	9	無回答
JQ25D	1	できる
	2	ある程度できる
	3	あまりできない
	4	できない
	9	無回答
JQ26A	1	とても重要
	2	少し重要
	3	重要ではない
	9	無回答
JQ26B	1	とても重要
	2	少し重要
	3	重要ではない
	9	無回答
JQ26C	1	とても重要
	2	少し重要
	3	重要ではない
	9	無回答
JQ26D	1	とても重要
	2	少し重要
	3	重要ではない
	9	無回答
JQ26E	1	とても重要
	2	少し重要
	3	重要ではない
	9	無回答
JQ26F	1	とても重要
	2	少し重要
	3	重要ではない
	9	無回答
JQ27A	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
JQ27B	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
JQ27C	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
JQ27D	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
JQ27E	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
JQ27F	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
JQ27G	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
JQ27H	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
JQ27I	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
JQ28	1	1　一番上
	2	2
	3	3
	4	4
	5	5
	6	6
	7	7
	8	8
	9	9
	10	10　一番下
	99	無回答
JQ29	1	良くなる
	2	少し良くなる
	3	変わらない
	4	少し悪くなる
	5	悪くなる
	9	無回答
JQ30A	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
